Mod:Item:MetaData, Localized Name
extratrees:leaves.decorative.2:7, Листва
extratrees:leaves.decorative.2:8, Листва
extratrees:leaves.decorative.2:9, Листва
extratrees:leaves.decorative.2:10, Листва
extratrees:leaves.decorative.2:11, Листва
extratrees:leaves.decorative.2:12, Листва
extratrees:leaves.decorative.2:13, Листва
extratrees:leaves.decorative.2:14, Листва
extratrees:leaves.decorative.2:15, Листва
extratrees:leaves.decorative.3:0, Листва
extratrees:leaves.decorative.3:1, Листва
extratrees:leaves.decorative.3:2, Листва
extratrees:leaves.decorative.3:3, Листва
extratrees:leaves.decorative.3:4, Листва
extratrees:leaves.decorative.3:5, Листва
extratrees:leaves.decorative.3:6, Листва
extratrees:leaves.decorative.3:7, Листва
extratrees:leaves.decorative.3:8, Листва
extratrees:leaves.decorative.3:9, Листва
extratrees:leaves.decorative.3:10, Листва
extratrees:leaves.decorative.3:11, Листва
extratrees:leaves.decorative.3:12, Листва
extratrees:leaves.decorative.3:13, Листва
extratrees:leaves.decorative.3:14, Листва
extratrees:leaves.decorative.3:15, Листва
extratrees:leaves.decorative.4:0, Листва
extratrees:leaves.decorative.4:1, Листва
extratrees:leaves.decorative.4:2, Листва
extratrees:leaves.decorative.4:3, Листва
extratrees:leaves.decorative.4:4, Листва
extratrees:leaves.decorative.4:5, Листва
extratrees:leaves.decorative.4:6, Листва
extratrees:leaves.decorative.4:7, Листва
extratrees:leaves.decorative.4:8, Листва
extratrees:leaves.decorative.4:9, Листва
extratrees:leaves.decorative.4:10, Листва
extratrees:leaves.decorative.4:11, Листва
extratrees:leaves.decorative.4:12, Листва
extratrees:leaves.decorative.4:13, Листва
extratrees:leaves.decorative.4:14, Листва
extratrees:leaves.decorative.4:15, Листва
extratrees:leaves.decorative.5:0, Листва
extratrees:leaves.decorative.5:1, Листва
extratrees:leaves.decorative.5:2, Листва
extratrees:leaves.decorative.5:3, Листва
extratrees:leaves.decorative.5:4, Листва
extratrees:leaves.decorative.5:5, Листва
extratrees:leaves.decorative.5:6, Листва
extratrees:leaves.decorative.5:7, Листва
extratrees:leaves.decorative.5:8, Листва
extratrees:leaves.decorative.5:9, Листва
extratrees:leaves.decorative.5:10, Листва
extratrees:leaves.decorative.5:11, Листва
extratrees:leaves.decorative.5:12, Листва
extratrees:leaves.decorative.5:13, Листва
extratrees:leaves.decorative.5:14, Листва
extratrees:leaves.decorative.5:15, Листва
extratrees:leaves.decorative.6:0, Листва
extratrees:shrub_log:0, Древесина Кустарник
extratrees:databasetree, item.databaseTree.name
extratrees:drink:0, Пивная кружка
extratrees:drink:0, Стеклянная пинта
extratrees:drink:0, Стакан для спиртного
extratrees:drink:0, Стакан "Flute"
extratrees:drink:0, Стакан для коктейлей
extratrees:drink:0, Бокал "кордиал"
extratrees:drink:0, Длинный стакан
extratrees:drink:0, Хайбол
extratrees:drink:0, Штормовой стакан
extratrees:drink:0, Стакан Маргарита
extratrees:drink:0, Старомодный стакан
extratrees:drink:0, Бокал для вина
extratrees:drink:0, Рюмка
extratrees:drink:0, Лафитник
extratrees:drink:0, Стакан купе
extratrees:drink:0, Бокал для вина
extratrees:machine:0, Лесопилка
extratrees:machine:1, Деревообрабатывающий станок
extratrees:machine:2, Станок для панелей
extratrees:machine:4, Фруктовый пресс
extratrees:machine:5, Пивоварня
extratrees:machine:6, Винокурня
extratrees:machine:7, Станок для стекла
extratrees:carpentry, tile.null.name
extratrees:carpentrypanel, tile.null.name
extratrees:stainedglass, tile.null.name
extratrees:databaselepi, item.databaseLepi.name
extratrees:binnie.juice.apple, Яблочный сок
extratrees:binnie.juice.apricot, Абрикосовый сок
extratrees:binnie.juice.banana, Банановый сок
extratrees:binnie.juice.cherry, Вишневый сок
extratrees:binnie.juice.elderberry, Сок эльберри
extratrees:binnie.juice.lemon, Лимонный сок
extratrees:binnie.juice.lime, Лаймовый сок
extratrees:binnie.juice.orange, Апельсиновый сок
extratrees:binnie.juice.peach, Персиковый сок
extratrees:binnie.juice.plum, Сливочный сок
extratrees:binnie.juice.carrot, Морковный сок
extratrees:binnie.juice.tomato, Томатный сок
extratrees:binnie.juice.cranberry, Клюквенный сок
extratrees:binnie.juice.grapefruit, Грейпфрутовый сок
extratrees:binnie.juice.olive, Оливковое масло
extratrees:binnie.juice.pineapple, Ананасовый сок
extratrees:binnie.juice.pear, Грушевый сок
extratrees:binnie.juice.white.grape, Сок белого винограда
extratrees:binnie.juice.red.grape, Сок красного винограда
extratrees:binnie.cider.apple, Сидр
extratrees:binnie.wine.apricot, Абрикосовое вино
extratrees:binnie.wine.banana, Банановое вино
extratrees:binnie.wine.cherry, Вишневое вино
extratrees:binnie.wine.elderberry, Бузина вино
extratrees:binnie.cider.peach, Персиковый сидр
extratrees:binnie.ciderpear, Грушевый сидр
extratrees:binnie.wine.plum, Сливовое вино
extratrees:binnie.wine.carrot, Морковное вино
extratrees:binnie.wine.white, Белое вино
extratrees:binnie.wine.red, Красное вино
extratrees:binnie.wine.sparkling, Сверкающее вино
extratrees:binnie.wine.agave, Вино из агавы
extratrees:binnie.fermented.potatoes, Ферментированный картофель
extratrees:binnie.wine.citrus, Цитрусовое вино
extratrees:binnie.wine.cranberry, Клюква вино
extratrees:binnie.wine.pineapple, Ананасовое вино
extratrees:binnie.wine.tomato, Томатное вино
extratrees:binnie.juice, Фруктовое вино
extratrees:binnie.beer.ale, Эль
extratrees:binnie.beer.lager, Легкое пиво
extratrees:binnie.beer.wheat, Пшеничное пиво
extratrees:binnie.beer.rye, Ржаное пиво
extratrees:binnie.beer.corn, Кукурузное пиво
extratrees:binnie.beer.stout, Крепкое
extratrees:binnie.mash.grain, Ферментированное зерно
extratrees:binnie.mash.wheat, Ферментированная пшеничная мука
extratrees:binnie.mash.rye, Ферментированная ржаная мука
extratrees:binnie.mash.corn, Ферментированная кукурузная мука
extratrees:binnie.spirit.neutral, Чистый спирт
extratrees:binnie.vodka, Водка
extratrees:binnie.rum.white, Белый Ром
extratrees:binnie.rum.dark, Темный ром
extratrees:binnie.whiskey, Виски
extratrees:binnie.whiskey.corn, Бурбон
extratrees:binnie.whiskey.rye, Хлебная водка
extratrees:binnie.whiskey.wheat, Пшеничный виски
extratrees:binnie.wine.fortified, Крепленое вино
extratrees:binnie.tequila, Текила
extratrees:binnie.brandy.grape, Бренди
extratrees:binnie.brandy.apple, Яблочный бренди
extratrees:binnie.brandy.pear, Бренди из груши
extratrees:binnie.brandy.apricot, Абрикосовый коньяк
extratrees:binnie.brandy.plum, Сливовый коньяк
extratrees:binnie.brandy.cherry, Вишневый бренди
extratrees:binnie.brandy.elderberry, Бренди из бузины
extratrees:binnie.brandy.citrus, Цитрусовый коньяк
extratrees:binnie.brandy.fruit, Фруктовый бренди
extratrees:binnie.spirit.sugarcane, Ром Кашаса
extratrees:binnie.spirit.gin, Джин
extratrees:binnie.liquor.apple, Яблочный ликер
extratrees:binnie.liquor.pear, Грушевый ликер
extratrees:binnie.liquor.cherry, Вишневый ликер
extratrees:binnie.liquor.elderberry, Ликер солодки
extratrees:binnie.liquor.apricot, Абрикосовый ликер
extratrees:binnie.liquor.fruit, Фруктовый ликер
extratrees:binnie.liqueur.almond, Миндальный ликер
extratrees:binnie.liqueur.orange, Апельсиновый ликер
extratrees:binnie.liqueur.banana, Банановый ликер
extratrees:binnie.liqueur.chocolate, Шоколадный ликер
extratrees:binnie.liqueur.mint, Мятный ликер
extratrees:binnie.liqueur.hazelnut, Ликер из фундука
extratrees:binnie.liqueur.cinnamon, Ликер из корицы
extratrees:binnie.liqueur.coffee, Ликер из кофе
extratrees:binnie.liqueur.melon, Ликер из дыни
extratrees:binnie.liqueur.anise, Анисовый ликер
extratrees:binnie.liqueur.peach, Персиковый ликер
extratrees:binnie.liqueur.lemon, Лимонный ликер
extratrees:binnie.liqueur.herbal, Травяной ликер
extratrees:binnie.liqueur.cherry, Вишневый ликер
extratrees:binnie.liqueur.blackcurrant, Ликер из черной смородины
extratrees:binnie.liqueur.blackberry, Ликер из ежевики
extratrees:binnie.liqueur.raspberry, Малиновый ликер
biomesoplenty:grass:0, Спектральный Мох
biomesoplenty:grass:1, Заросший Камень
biomesoplenty:grass:2, Глинистый Блок Травы
biomesoplenty:grass:3, Песчаный Блок Травы
biomesoplenty:grass:4, Илистый Блок Травы
biomesoplenty:grass:5, Изначальный Блок Травы
biomesoplenty:grass:6, Заросший Адский Камень
biomesoplenty:grass:7, Цветущий Блок Травы
biomesoplenty:grass:8, Мицелиевый Адский Камень
biomesoplenty:dirt:8, Грубая Глинистая Земля
biomesoplenty:dirt:0, Глинистая Земля
biomesoplenty:dirt:9, Грубая Песчаная Земля
biomesoplenty:dirt:1, Песчаная Земля
biomesoplenty:dirt:10, Грубая Илистая Земля
biomesoplenty:dirt:2, Илистая Земля
biomesoplenty:grass_path:0, Глинистая Тропинка
biomesoplenty:grass_path:1, Песчаная Тропинка
biomesoplenty:grass_path:2, Илистая Тропинка
biomesoplenty:farmland_0:0, Глинистая Пашня
biomesoplenty:farmland_0:1, Песчаная Пашня
biomesoplenty:farmland_1:0, Илистая Пашня
biomesoplenty:white_sand:0, Белый Песок
biomesoplenty:white_sandstone:0, Белый Песчаник
biomesoplenty:white_sandstone:1, Резной Белый Песчаник
biomesoplenty:white_sandstone:2, Гладкий Белый Песчаник
biomesoplenty:white_sandstone_stairs:0, Ступеньки из Белого Песчаника
biomesoplenty:dried_sand:0, Сухой Песок
biomesoplenty:hard_ice:0, Затвердевший Лёд
biomesoplenty:ash_block:0, Пепельный Блок
biomesoplenty:mud:0, Грязь
biomesoplenty:flesh:0, Плоть
biomesoplenty:crystal:0, Небесный Кристалл
biomesoplenty:biome_block:0, Руда Эссенции Биома
biomesoplenty:gem_ore:0, Аметистовая Руда из Края
biomesoplenty:gem_ore:1, Рубиновая Руда
biomesoplenty:gem_ore:2, Хризолитовая Руда
biomesoplenty:gem_ore:3, Топазовая Руда
biomesoplenty:gem_ore:4, Танзанитовая Руда
biomesoplenty:gem_ore:5, Малахитовая Руда
biomesoplenty:gem_ore:6, Сапфировая Руда
biomesoplenty:gem_ore:7, Янтарная Руда
biomesoplenty:gem_block:0, Блок Аметиста
biomesoplenty:gem_block:1, Блок Рубина
biomesoplenty:gem_block:2, Блок Хризолита
biomesoplenty:gem_block:3, Блок Топаза
biomesoplenty:gem_block:4, Блок Танзанита
biomesoplenty:gem_block:5, Блок Малахита
biomesoplenty:gem_block:6, Блок Сапфира
biomesoplenty:gem_block:7, Блок Янтаря
biomesoplenty:hive:0, Блок Улья
biomesoplenty:hive:1, Блок Медового Сота
biomesoplenty:hive:2, Пустой Блок Медового Сота
biomesoplenty:hive:3, Заполненный Блок Медового Сота
biomesoplenty:honey_block:0, Медовый Блок
biomesoplenty:blue_fire:0, Синий Огонёк
biomesoplenty:bamboo_thatching:0, Бамбуковая Солома
biomesoplenty:mud_brick_block:0, Кирпичи из Грязи
biomesoplenty:mud_brick_stairs:0, Ступеньки из Грязи
biomesoplenty:other_slab:0, Плитка из Грязи
biomesoplenty:other_slab:1, Плита из Белого Песчаника
biomesoplenty:log_0:4, Священный Дуб
biomesoplenty:log_0:5, Вишнёвое Дерево
biomesoplenty:log_0:6, Теневое Дерево
biomesoplenty:log_0:7, Пихта
biomesoplenty:log_1:4, Эфирное Дерево
biomesoplenty:log_1:5, Магическое Дерево
biomesoplenty:log_1:6, Мангровое Дерево
biomesoplenty:log_1:7, Пальма
biomesoplenty:log_2:4, Красное Дерево
biomesoplenty:log_2:5, Ива
biomesoplenty:log_2:6, Сосна
biomesoplenty:log_2:7, Адское Дерево
biomesoplenty:log_3:4, Жакаранда
biomesoplenty:log_3:5, Махагони
biomesoplenty:log_3:6, Эбеновое Дерево
biomesoplenty:log_3:7, Эвкалипт
biomesoplenty:log_4:4, Стебель Гигантского Цветка
biomesoplenty:log_4:5, Мёртвое Дерево
biomesoplenty:leaves_0:8, Пожелтевшие Осенние Листья
biomesoplenty:leaves_0:9, Покрасневшие Осенние Листья
biomesoplenty:leaves_0:10, Бамбуковые Листья
biomesoplenty:leaves_0:11, Магические Листья
biomesoplenty:leaves_1:8, Теневые Листья
biomesoplenty:leaves_1:9, Мертвые Листья
biomesoplenty:leaves_1:10, Пихтовые Листья
biomesoplenty:leaves_1:11, Эфирные Листья
biomesoplenty:leaves_2:8, Изначальные Листья
biomesoplenty:leaves_2:9, Розовые Вишнёвые Листья
biomesoplenty:leaves_2:10, Белые Вишнёвые Листья
biomesoplenty:leaves_2:11, Клёновые Листья
biomesoplenty:leaves_3:8, Листья Адского Дерева
biomesoplenty:leaves_3:9, Листья Цветущий Дуба
biomesoplenty:leaves_3:10, Жакарандовые Листья
biomesoplenty:leaves_3:11, Листья Священного Дуба
biomesoplenty:leaves_4:8, Мангровые Листья
biomesoplenty:leaves_4:9, Пальмовые Листья
biomesoplenty:leaves_4:10, Листья Красного Дерева
biomesoplenty:leaves_4:11, Ивовые Листья
biomesoplenty:leaves_5:8, Сосновые Листья
biomesoplenty:leaves_5:9, Махагоневые Листья
biomesoplenty:leaves_5:10, Эбеновые Листья
biomesoplenty:leaves_5:11, Эвкалиптовые Листья
biomesoplenty:leaves_6:8, Лепесток Красного Гигантского Цветка
biomesoplenty:leaves_6:9, Лепесток Жёлтого Гигантского Цветка
biomesoplenty:planks_0:0, Доски из Священного Дуба
biomesoplenty:planks_0:1, Вишнёвые Доски
biomesoplenty:planks_0:2, Теневые Доски
biomesoplenty:planks_0:3, Пихтовые Доски
biomesoplenty:planks_0:4, Эфирные Доски
biomesoplenty:planks_0:5, Магические Доски
biomesoplenty:planks_0:6, Мангровые Доски
biomesoplenty:planks_0:7, Пальмовые Доски
biomesoplenty:planks_0:8, Доски из Красного Дерева
biomesoplenty:planks_0:9, Ивовые Доски
biomesoplenty:planks_0:10, Сосновые Доски
biomesoplenty:planks_0:11, Доски из Адского Дерева
biomesoplenty:planks_0:12, Жакарандовые Доски
biomesoplenty:planks_0:13, Махагоновые Доски
biomesoplenty:planks_0:14, Эбеновые Доски
biomesoplenty:planks_0:15, Эвкалиптовые Доски
biomesoplenty:sacred_oak_stairs:0, Ступеньки из Священного Дуба
biomesoplenty:cherry_stairs:0, Лестница Вишнёвого Дерева
biomesoplenty:umbran_stairs:0, Теневые Ступеньки
biomesoplenty:fir_stairs:0, Пихтовые Ступеньки
biomesoplenty:ethereal_stairs:0, Эфирные Ступеньки
biomesoplenty:magic_stairs:0, Ступеньки из Магического Дерева
biomesoplenty:mangrove_stairs:0, Мангровые Ступеньки
biomesoplenty:palm_stairs:0, Пальмовые Ступеньки
biomesoplenty:redwood_stairs:0, Ступеньки из Красного Дерева
biomesoplenty:willow_stairs:0, Ивовые Ступеньки
biomesoplenty:pine_stairs:0, Сосновые Ступеньки
biomesoplenty:hellbark_stairs:0, Ступеньки из Адского Дерева
biomesoplenty:jacaranda_stairs:0, Жакарандовые Ступеньки
biomesoplenty:mahogany_stairs:0, Махагоновые Ступеньки
biomesoplenty:ebony_stairs:0, Эбеновые Ступеньки
biomesoplenty:eucalyptus_stairs:0, Эвкалиптовые Ступеньки
biomesoplenty:wood_slab_0:0, Плита из Священного Дуба
biomesoplenty:wood_slab_0:1, Плита Вишнёвого Дерева
biomesoplenty:wood_slab_0:2, Теневая Плитка
biomesoplenty:wood_slab_0:3, Пихтовый Плитка
biomesoplenty:wood_slab_0:4, Эфирная Плитка
biomesoplenty:wood_slab_0:5, Плита из Магического Дерева
biomesoplenty:wood_slab_0:6, Мангровая Плитка
biomesoplenty:wood_slab_0:7, Пальмовая Плитка
biomesoplenty:wood_slab_1:0, Плитка из Красного Дерева
biomesoplenty:wood_slab_1:1, Ивоваа Плитка
biomesoplenty:wood_slab_1:2, Сосновая Плитка
biomesoplenty:wood_slab_1:3, Плита из Адского Дерева
biomesoplenty:wood_slab_1:4, Жакарандовая Плитка
biomesoplenty:wood_slab_1:5, Махагоновая Плитка
biomesoplenty:wood_slab_1:6, Эбоновая Плитка
biomesoplenty:wood_slab_1:7, Эвкалиптовая Плитка
biomesoplenty:sacred_oak_fence:0, Забор из Священного Дуба
biomesoplenty:cherry_fence:0, Вишнёвый Забор
biomesoplenty:umbran_fence:0, Теневой Забор
biomesoplenty:fir_fence:0, Пихтовый Забор
biomesoplenty:ethereal_fence:0, Эфирный Забор
biomesoplenty:magic_fence:0, Забор из Магического Дерева
biomesoplenty:mangrove_fence:0, Мангровый Забор
biomesoplenty:palm_fence:0, Пальмовый Забор
biomesoplenty:redwood_fence:0, Забор из Красного Дерева
biomesoplenty:willow_fence:0, Ивовый Забор
biomesoplenty:pine_fence:0, Сосновый Забор
biomesoplenty:hellbark_fence:0, Забор из Адского Дерева
biomesoplenty:jacaranda_fence:0, Жакарандовый Забор
biomesoplenty:mahogany_fence:0, Махагоновый Забор
biomesoplenty:ebony_fence:0, Забор из Эбенового Дерева
biomesoplenty:eucalyptus_fence:0, Эвкалиптовый Забор
biomesoplenty:sacred_oak_fence_gate:0, Калитка из Священного Дуба
biomesoplenty:cherry_fence_gate:0, Вишнёвая Калитка
biomesoplenty:umbran_fence_gate:0, Теневая Калитка
biomesoplenty:fir_fence_gate:0, Пихтовая Калитка
biomesoplenty:ethereal_fence_gate:0, Эфирная Калитка
biomesoplenty:magic_fence_gate:0, Калитка из Магического Дерева
biomesoplenty:mangrove_fence_gate:0, Мангровая Калитка
biomesoplenty:palm_fence_gate:0, Пальмовая Калитка
biomesoplenty:redwood_fence_gate:0, Калитка из Красного Дерева
biomesoplenty:willow_fence_gate:0, Ивовая Калитка
biomesoplenty:pine_fence_gate:0, Сосновая Калитка
biomesoplenty:hellbark_fence_gate:0, Калитка из Адского Дерева
biomesoplenty:jacaranda_fence_gate:0, Жакарандовая Калитка
biomesoplenty:mahogany_fence_gate:0, Махагоновая Калитка
biomesoplenty:ebony_fence_gate:0, Эбеновая Калитка
biomesoplenty:eucalyptus_fence_gate:0, Эвкалиптовая Калитка
biomesoplenty:sacred_oak_door, Дверь из Священного Дуба
biomesoplenty:cherry_door, Вишневая Дверь
biomesoplenty:umbran_door, Дверь из Теневого Дерева
biomesoplenty:fir_door, Пихтовая Дверь
biomesoplenty:ethereal_door, Эфирная Дверь
biomesoplenty:magic_door, Магическая Дверь
biomesoplenty:mangrove_door, Мангровая Дверь
biomesoplenty:palm_door, Пальмовая Дверь
biomesoplenty:redwood_door, Дверь из Красного Дерева
biomesoplenty:willow_door, Дверь из Ивы
biomesoplenty:pine_door, Сосновая Дверь
biomesoplenty:hellbark_door, Дверь из Адской Дерева
biomesoplenty:jacaranda_door, Жакарандовая Дверь
biomesoplenty:mahogany_door, Махагоновая Дверь
biomesoplenty:ebony_door, Эбоновая Дверь
biomesoplenty:eucalyptus_door, Эвкалиптовая Дверь
biomesoplenty:coral:0, Розовый Коралл
biomesoplenty:coral:1, Оранжевый Коралл
biomesoplenty:coral:2, Синий Коралл
biomesoplenty:coral:3, Светящиеся Коралл
biomesoplenty:coral:4, Водоросли
biomesoplenty:seaweed:0, Ламинария
biomesoplenty:waterlily:0, Средняя Кувшинка
biomesoplenty:waterlily:1, Маленькая Кувшинка
biomesoplenty:waterlily:2, Крошечная Кувшинка
biomesoplenty:waterlily:3, Цветущая Лилия
biomesoplenty:bamboo:0, Бамбук
biomesoplenty:sapling_0:0, Саженец Пожелтевших Листьев
biomesoplenty:sapling_0:1, Саженец Покрасневших Листьев
biomesoplenty:sapling_0:2, Бамбуковый Саженец
biomesoplenty:sapling_0:3, Магический Саженец
biomesoplenty:sapling_0:4, Теневой Саженец
biomesoplenty:sapling_0:5, Мёртвый Саженец
biomesoplenty:sapling_0:6, Пихтовый Саженец
biomesoplenty:sapling_0:7, Эфирный Саженец
biomesoplenty:sapling_1:0, Изначальный Саженец
biomesoplenty:sapling_1:1, Розовая Вишнёвый Саженец
biomesoplenty:sapling_1:2, Белый Вишнёвый Саженец
biomesoplenty:sapling_1:3, Кленовый Саженец
biomesoplenty:sapling_1:4, Саженец из Адского Дерева
biomesoplenty:sapling_1:5, Саженец Цветущегой Дуба
biomesoplenty:sapling_1:6, Жакарандовый Саженец
biomesoplenty:sapling_1:7, Саженец Священного Дуба
biomesoplenty:sapling_2:0, Мангрововый Саженец
biomesoplenty:sapling_2:1, Пальмовый Саженец
biomesoplenty:sapling_2:2, Саженец Красного Дерева
biomesoplenty:sapling_2:3, Ивовый Саженец
biomesoplenty:sapling_2:4, Сосновый Саженец
biomesoplenty:sapling_2:5, Махагоновый Саженец
biomesoplenty:sapling_2:6, Эбеновый Саженец
biomesoplenty:sapling_2:7, Эвкалиптовый Саженец
biomesoplenty:plant_0:0, Короткая трава
biomesoplenty:plant_0:1, Средняя трава
biomesoplenty:plant_0:2, Кустарник
biomesoplenty:plant_0:3, Росток
biomesoplenty:plant_0:4, Ядовитый Плющ
biomesoplenty:plant_0:5, Ягодный Куст
biomesoplenty:plant_0:6, Куст
biomesoplenty:plant_0:7, Пшеничная Трава
biomesoplenty:plant_0:8, Сырая Трава
biomesoplenty:plant_0:9, Кору
biomesoplenty:plant_0:10, Клеверная Повязка
biomesoplenty:plant_0:11, Куча Листьев
biomesoplenty:plant_0:12, Куча Мёртвых Листьев
biomesoplenty:plant_0:13, Мёртвая Трава
biomesoplenty:plant_0:14, Пустынная Трава
biomesoplenty:plant_0:15, Пустынные Ростки
biomesoplenty:plant_1:0, Дюнная Трава
biomesoplenty:plant_1:1, Спектральный Папоротник
biomesoplenty:plant_1:2, Колючий Кустарник
biomesoplenty:plant_1:3, Дикий Рис
biomesoplenty:plant_1:4, Рогоз
biomesoplenty:plant_1:5, Речной Тростник
biomesoplenty:plant_1:6, Крошечный Кактус
biomesoplenty:plant_1:7, Дьявольская Трава
biomesoplenty:plant_1:8, Камыш
biomesoplenty:plant_1:9, Корень
biomesoplenty:plant_1:10, Раффлезия
biomesoplenty:plant_1:11, Ячмень
biomesoplenty:double_plant:0, Лён
biomesoplenty:double_plant:1, Высокий Рогоз
biomesoplenty:double_plant:2, Глазное Яблоко
biomesoplenty:double_plant:3, Морской Овёс
biomesoplenty:mushroom:0, Поганка
biomesoplenty:mushroom:1, Портобелло
biomesoplenty:mushroom:2, Млечник Голубой
biomesoplenty:mushroom:3, Светящиеся Гриб
biomesoplenty:mushroom:4, Плоский Гриб
biomesoplenty:mushroom:5, Тёмный Гриб
biomesoplenty:bramble_plant:0, Ежевика
biomesoplenty:flower_0:0, Клевер
biomesoplenty:flower_0:1, Болотный Цветок
biomesoplenty:flower_0:2, Смертельный Цветок
biomesoplenty:flower_0:3, Светящиеся Цветок
biomesoplenty:flower_0:4, Синяя Гортензия
biomesoplenty:flower_0:5, Оранжевая Космея
biomesoplenty:flower_0:6, Розовый Нарцисс
biomesoplenty:flower_0:7, Дикий Цветок
biomesoplenty:flower_0:8, Фиалка
biomesoplenty:flower_0:9, Белый Анемон
biomesoplenty:flower_0:10, Лотос Края
biomesoplenty:flower_0:11, Бромелия
biomesoplenty:flower_0:12, Увядшая Лилия
biomesoplenty:flower_0:13, Розовый Гибискус
biomesoplenty:flower_0:14, Ландыш
biomesoplenty:flower_0:15, Горицвет
biomesoplenty:flower_1:0, Лаванда
biomesoplenty:flower_1:1, Золотарник
biomesoplenty:flower_1:2, Колокольчики
biomesoplenty:flower_1:3, Радость Шахтёра
biomesoplenty:flower_1:4, Ледяной Ирис
biomesoplenty:flower_1:5, Роза
biomesoplenty:ivy:0, Плющ
biomesoplenty:willow_vine:0, Ивовая Лоза
biomesoplenty:terrarium:0, Террариум Папоротника
biomesoplenty:terrarium:1, Террариум Грибов
biomesoplenty:terrarium:2, Террариум Кактуса
biomesoplenty:terrarium:3, Террариум Льна
biomesoplenty:terrarium:4, Террариум Цветка
biomesoplenty:terrarium:5, Террариум Кору
biomesoplenty:terrarium:6, Террариум Бамбука
biomesoplenty:terrarium:7, Beach Terrarium
biomesoplenty:terrarium:8, Террариум Светящегося Гриба
biomesoplenty:terrarium:9, Террариум Засухи
biomesoplenty:terrarium:10, Мистический Террариум
biomesoplenty:terrarium:11, Зловещий Террариум
biomesoplenty:terrarium:12, Террариум Пустоши
biomesoplenty:terrarium:13, Изначальный Террариум
biomesoplenty:terrarium:14, Адский Террариум
biomesoplenty:terrarium:15, Террариум Края
biomesoplenty:jar_filled:0, Медовая Банка
biomesoplenty:jar_filled:1, Банка с Синим Огнём
biomesoplenty:jar_empty, Пустая Банка
biomesoplenty:boat_sacred_oak, Лодка из Священного Дуба
biomesoplenty:boat_cherry, Вишневая Лодка
biomesoplenty:boat_umbran, Теневая Лодка
biomesoplenty:boat_fir, Пихтовая Лодка
biomesoplenty:boat_ethereal, Эфирная Лодка
biomesoplenty:boat_magic, Магическая Лодка
biomesoplenty:boat_mangrove, Мангровая Лодка
biomesoplenty:boat_palm, Пальмовая Лодка
biomesoplenty:boat_redwood, Лодка из Краснового Дерева
biomesoplenty:boat_willow, Ивовая Лодка
biomesoplenty:boat_pine, Сосновая Лодка
biomesoplenty:boat_hellbark, Лодка из Адского Дерева
biomesoplenty:boat_jacaranda, Жакарандовая Лодка
biomesoplenty:boat_mahogany, Махагониевая Лодка
biomesoplenty:boat_ebony, Эбоновая Лодка
biomesoplenty:boat_eucalyptus, Эвкалиптовая Лодка
biomesoplenty:biome_finder, Искатель Биомов
biomesoplenty:record_wanderer, Музыкальная Пластинка
biomesoplenty:mudball, Комок Грязи
biomesoplenty:mud_brick, Грязевой Кирпич
biomesoplenty:ash, Кучка Пепла
biomesoplenty:fleshchunk, Кусок Плоти
biomesoplenty:gem:0, Аметист
biomesoplenty:gem:1, Рубин
biomesoplenty:gem:2, Хризолит
biomesoplenty:gem:3, Топаз
biomesoplenty:gem:4, Танзанит
biomesoplenty:gem:5, Малахит
biomesoplenty:gem:6, Сапфир
biomesoplenty:gem:7, Янтарь
biomesoplenty:terrestrial_artifact, Земной Артефакт
biomesoplenty:crystal_shard, Осколок Небесного Кристалла
biomesoplenty:biome_essence, Эссенция Биома
biomesoplenty:berries, Ягода
biomesoplenty:pear, Груша
biomesoplenty:peach, Персик
biomesoplenty:persimmon, Хурма
biomesoplenty:honeycomb, Пустые Медовые Соты
biomesoplenty:filled_honeycomb, Заполненные Медовые Соты
biomesoplenty:shroompowder, Грибной Порошок
biomesoplenty:ricebowl, Миска Риса
biomesoplenty:blue_dye, Синий Краситель
biomesoplenty:brown_dye, Коричневая Краситель
biomesoplenty:green_dye, Зелёный Краситель
biomesoplenty:white_dye, Белый Краситель
biomesoplenty:black_dye, Чёрный Краситель
biomesoplenty:earth, Земля
thermalfoundation:ore:0, Медная руда
thermalfoundation:ore:1, Оловянная руда
thermalfoundation:ore:2, Серебряная руда
thermalfoundation:ore:3, Свинцовая руда
thermalfoundation:ore:4, Алюминиевая руда
thermalfoundation:ore:5, Никелевая руда
thermalfoundation:ore:6, Платиновая руда
thermalfoundation:ore:7, Иридиевая руда
thermalfoundation:ore:8, Мифриловая руда
thermalfoundation:ore_fluid:0, Нефтяной песок
thermalfoundation:ore_fluid:1, Нефтяной сланец
thermalfoundation:ore_fluid:2, Руда дестабилизированного красного камня
thermalfoundation:ore_fluid:3, Заряженный адский камень нижнего мира
thermalfoundation:ore_fluid:4, Резонирующий эндерняк
thermalfoundation:ore_fluid:5, Нефтяной песок
thermalfoundation:storage:0, Медный блок
thermalfoundation:storage:1, Оловянный блок
thermalfoundation:storage:2, Серебряный блок
thermalfoundation:storage:3, Свинцовый блок
thermalfoundation:storage:4, Алюминиевый блок
thermalfoundation:storage:5, Никелевый блок
thermalfoundation:storage:6, Платиновый блок
thermalfoundation:storage:7, Иридиевый блок
thermalfoundation:storage:8, Мифриловый блок
thermalfoundation:storage_alloy:0, Стальные блок
thermalfoundation:storage_alloy:1, Электрумовый блок
