Mod:Item:MetaData, Localized Name
forestry:logs.fireproof.1:1, Древесина дерева Венге (Огнестойкость)
forestry:logs.fireproof.1:2, Древесина баобаба (Огнестойкость)
forestry:logs.fireproof.1:3, Древесина секвойи (Огнестойкость)
forestry:logs.fireproof.2:0, Древесина хлопкового дерева (Огнестойкость)
forestry:logs.fireproof.2:1, Древесина мирта (Огнестойкость)
forestry:logs.fireproof.2:2, Древесина красного дерева (Огнестойкость)
forestry:logs.fireproof.2:3, Древесина бальзы (Огнестойкость)
forestry:logs.fireproof.3:0, Древесина ивы (Огнестойкость)
forestry:logs.fireproof.3:1, Древесина орехового дерева (Огнестойкость)
forestry:logs.fireproof.3:2, Древесина гринхарта (Огнестойкость)
forestry:logs.fireproof.3:3, Древесина вишнёвого дерева (Огнестойкость)
forestry:logs.fireproof.4:0, Древесина гибискуса (Огнестойкость)
forestry:logs.fireproof.4:1, Древесина тополя (Огнестойкость)
forestry:logs.fireproof.4:2, Древесина пальмы (Огнестойкость)
forestry:logs.fireproof.4:3, Древесина дынного дерева (Огнестойкость)
forestry:logs.fireproof.5:0, Древесина сосны (Огнестойкость)
forestry:logs.fireproof.5:1, Древесина сливового дерева (Огнестойкость)
forestry:logs.fireproof.5:2, Древесина клёна (Огнестойкость)
forestry:logs.fireproof.5:3, Древесина цитрусового дерева (Огнестойкость)
forestry:logs.fireproof.6:0, Древесина гигантской секвойи (Огнестойкость)
forestry:logs.fireproof.6:1, Древесина муравьиного дерева (Огнестойкость)
forestry:logs.fireproof.6:2, Древесина падука (Огнестойкость)
forestry:logs.fireproof.6:3, Древесина кокоболо (Огнестойкость)
forestry:logs.fireproof.7:0, Древесина зебрано (Огнестойкость)
forestry:logs.vanilla.fireproof.0:0, Дуб (Огнестойкость)
forestry:logs.vanilla.fireproof.0:1, Ель (Огнестойкость)
forestry:logs.vanilla.fireproof.0:2, Берёза (Огнестойкость)
forestry:logs.vanilla.fireproof.0:3, Тропическое дерево (Огнестойкость)
forestry:logs.vanilla.fireproof.1:0, Акация (Огнестойкость)
forestry:logs.vanilla.fireproof.1:1, Тёмный дуб (Огнестойкость)
forestry:planks.0:0, Доски из лиственницы
forestry:planks.0:1, Доски из тикового дерева
forestry:planks.0:2, Доски из акации
forestry:planks.0:3, Доски из липы
forestry:planks.0:4, Доски из каштана
forestry:planks.0:5, Доски из дерева Венге
forestry:planks.0:6, Доски из баобаба
forestry:planks.0:7, Доски из секвойи
forestry:planks.0:8, Доски из хлопкового дерева
forestry:planks.0:9, Доски из мирта
forestry:planks.0:10, Доски из красного дерева
forestry:planks.0:11, Доски из бальзы
forestry:planks.0:12, Доски из ивы
forestry:planks.0:13, Доски из орехового дерева
forestry:planks.0:14, Доски из гринхарта
forestry:planks.0:15, Доски из вишнёвого дерева
forestry:planks.1:0, Доски из гибискуса
forestry:planks.1:1, Доски из тополя
forestry:planks.1:2, Доски из пальмы
forestry:planks.1:3, Доски из дынного дерева
forestry:planks.1:4, Доски из сосны
forestry:planks.1:5, Доски из сливового дерева
forestry:planks.1:6, Доски из клёна
forestry:planks.1:7, Доски из цитрусового дерева
forestry:planks.1:8, Доски из гигантской секвойи
forestry:planks.1:9, Доски из муравьиного дерева
forestry:planks.1:10, Доски из падука
forestry:planks.1:11, Доски из кокоболо
forestry:planks.1:12, Доски из зебрано
forestry:planks.fireproof.0:0, Доски из лиственницы (Огнестойкость)
forestry:planks.fireproof.0:1, Доски из тикового дерева (Огнестойкость)
forestry:planks.fireproof.0:2, Доски из акации (Огнестойкость)
forestry:planks.fireproof.0:3, Доски из липы (Огнестойкость)
forestry:planks.fireproof.0:4, Доски из каштана (Огнестойкость)
forestry:planks.fireproof.0:5, Доски из дерева Венге (Огнестойкость)
forestry:planks.fireproof.0:6, Доски из баобаба (Огнестойкость)
forestry:planks.fireproof.0:7, Доски из секвойи (Огнестойкость)
forestry:planks.fireproof.0:8, Доски из хлопкового дерева (Огнестойкость)
forestry:planks.fireproof.0:9, Доски из мирта (Огнестойкость)
forestry:planks.fireproof.0:10, Доски из красного дерева (Огнестойкость)
forestry:planks.fireproof.0:11, Доски из бальзы (Огнестойкость)
forestry:planks.fireproof.0:12, Доски из ивы (Огнестойкость)
forestry:planks.fireproof.0:13, Доски из орехового дерева (Огнестойкость)
forestry:planks.fireproof.0:14, Доски из гринхарта (Огнестойкость)
forestry:planks.fireproof.0:15, Доски из вишнёвого дерева (Огнестойкость)
forestry:planks.fireproof.1:0, Доски из гибискуса (Огнестойкость)
forestry:planks.fireproof.1:1, Доски из тополя (Огнестойкость)
forestry:planks.fireproof.1:2, Доски из пальмы (Огнестойкость)
forestry:planks.fireproof.1:3, Доски из дынного дерева (Огнестойкость)
forestry:planks.fireproof.1:4, Доски из сосны (Огнестойкость)
forestry:planks.fireproof.1:5, Доски из сливового дерева (Огнестойкость)
forestry:planks.fireproof.1:6, Доски из клёна (Огнестойкость)
forestry:planks.fireproof.1:7, Доски из цитрусового дерева (Огнестойкость)
forestry:planks.fireproof.1:8, Доски из гигантской секвойи (Огнестойкость)
forestry:planks.fireproof.1:9, Доски из муравьиного дерева (Огнестойкость)
forestry:planks.fireproof.1:10, Доски из падука (Огнестойкость)
forestry:planks.fireproof.1:11, Доски из кокоболо (Огнестойкость)
forestry:planks.fireproof.1:12, Доски из зебрано (Огнестойкость)
forestry:planks.vanilla.fireproof.0:0, Дубовые доски (Огнестойкость)
forestry:planks.vanilla.fireproof.0:1, Еловые доски (Огнестойкость)
forestry:planks.vanilla.fireproof.0:2, Берёзовые доски (Огнестойкость)
forestry:planks.vanilla.fireproof.0:3, Доски из тропического дерева (Огнестойкость)
forestry:planks.vanilla.fireproof.0:4, Акациевые доски (Огнестойкость)
forestry:planks.vanilla.fireproof.0:5, Доски из тёмного дуба (Огнестойкость)
forestry:slabs.0:0, Плита из лиственницы
forestry:slabs.0:1, Плита из тикового дерева
forestry:slabs.0:2, Плита из акации
forestry:slabs.0:3, Плита из липы
forestry:slabs.0:4, Плита из каштана
forestry:slabs.0:5, Плита из дерева Венге
forestry:slabs.0:6, Плита из баобаба
forestry:slabs.0:7, Плита из секвойи
forestry:slabs.1:0, Плита из хлопкового дерева
forestry:slabs.1:1, Плита из мирта
forestry:slabs.1:2, Плита из красного дерева
forestry:slabs.1:3, Плита из бальзы
forestry:slabs.1:4, Плита из ивы
forestry:slabs.1:5, Плита из орехового дерева
forestry:slabs.1:6, Плита из гринхарта
forestry:slabs.1:7, Плита из вишнёвого дерева
forestry:slabs.2:0, Плита из гибискуса
forestry:slabs.2:1, Плита из тополя
forestry:slabs.2:2, Плита из пальмы
forestry:slabs.2:3, Плита из дынного дерева
forestry:slabs.2:4, Плита из сосны
forestry:slabs.2:5, Плита из сливового дерева
forestry:slabs.2:6, Плита из клёна
forestry:slabs.2:7, Плита из цитрусового дерева
forestry:slabs.3:0, Плита из гигантской секвойи
forestry:slabs.3:1, Плита из муравьиного дерева
forestry:slabs.3:2, Плита из падука
forestry:slabs.3:3, Плита из кокоболо
forestry:slabs.3:4, Плита из зебрано
forestry:slabs.fireproof.0:0, Плита из лиственницы (Огнестойкость)
forestry:slabs.fireproof.0:1, Плита из тикового дерева (Огнестойкость)
forestry:slabs.fireproof.0:2, Плита из акации (Огнестойкость)
forestry:slabs.fireproof.0:3, Плита из липы (Огнестойкость)
forestry:slabs.fireproof.0:4, Плита из каштана (Огнестойкость)
forestry:slabs.fireproof.0:5, Плита из дерева Венге (Огнестойкость)
forestry:slabs.fireproof.0:6, Плита из баобаба (Огнестойкость)
forestry:slabs.fireproof.0:7, Плита из секвойи (Огнестойкость)
forestry:slabs.fireproof.1:0, Плита из хлопкового дерева (Огнестойкость)
forestry:slabs.fireproof.1:1, Плита из мирта (Огнестойкость)
forestry:slabs.fireproof.1:2, Плита из красного дерева (Огнестойкость)
forestry:slabs.fireproof.1:3, Плита из бальзы (Огнестойкость)
forestry:slabs.fireproof.1:4, Плита из ивы (Огнестойкость)
forestry:slabs.fireproof.1:5, Плита из орехового дерева (Огнестойкость)
forestry:slabs.fireproof.1:6, Плита из гринхарта (Огнестойкость)
forestry:slabs.fireproof.1:7, Плита из вишнёвого дерева (Огнестойкость)
forestry:slabs.fireproof.2:0, Плита из гибискуса (Огнестойкость)
forestry:slabs.fireproof.2:1, Плита из тополя (Огнестойкость)
forestry:slabs.fireproof.2:2, Плита из пальмы (Огнестойкость)
forestry:slabs.fireproof.2:3, Плита из дынного дерева (Огнестойкость)
forestry:slabs.fireproof.2:4, Плита из сосны (Огнестойкость)
forestry:slabs.fireproof.2:5, Плита из сливового дерева (Огнестойкость)
forestry:slabs.fireproof.2:6, Плита из клёна (Огнестойкость)
forestry:slabs.fireproof.2:7, Плита из цитрусового дерева (Огнестойкость)
forestry:slabs.fireproof.3:0, Плита из гигантской секвойи (Огнестойкость)
forestry:slabs.fireproof.3:1, Плита из муравьиного дерева (Огнестойкость)
forestry:slabs.fireproof.3:2, Плита из падука (Огнестойкость)
forestry:slabs.fireproof.3:3, Плита из кокоболо (Огнестойкость)
forestry:slabs.fireproof.3:4, Плита из зебрано (Огнестойкость)
forestry:slabs.vanilla.fireproof.0:0, Дубовая плита (Огнестойкость)
forestry:slabs.vanilla.fireproof.0:1, Еловая плита (Огнестойкость)
forestry:slabs.vanilla.fireproof.0:2, Берёзовая плита (Огнестойкость)
forestry:slabs.vanilla.fireproof.0:3, Плита из тропического дерева (Огнестойкость)
forestry:slabs.vanilla.fireproof.0:4, Акациевая плита (Огнестойкость)
forestry:slabs.vanilla.fireproof.0:5, Плита из тёмного дуба (Огнестойкость)
forestry:fences.0:0, Забор из лиственницы
forestry:fences.0:1, Забор из тикового дерева
forestry:fences.0:2, Забор из акации
forestry:fences.0:3, Забор из липы
forestry:fences.0:4, Забор из каштана
forestry:fences.0:5, Забор из дерева Венге
forestry:fences.0:6, Забор из баобаба
forestry:fences.0:7, Забор из секвойи
forestry:fences.0:8, Забор из хлопкового дерева
forestry:fences.0:9, Забор из мирта
forestry:fences.0:10, Забор из красного дерева
forestry:fences.0:11, Забор из бальзы
forestry:fences.0:12, Забор из ивы
forestry:fences.0:13, Забор из орехового дерева
forestry:fences.0:14, Забор из гринхарта
forestry:fences.0:15, Забор из вишнёвого дерева
forestry:fences.1:0, Забор из гибискуса
forestry:fences.1:1, Забор из тополя
forestry:fences.1:2, Забор из пальмы
forestry:fences.1:3, Забор из дынного дерева
forestry:fences.1:4, Забор из сосны
forestry:fences.1:5, Забор из сливового дерева
forestry:fences.1:6, Забор из клёна
forestry:fences.1:7, Забор из цитрусового дерева
forestry:fences.1:8, Забор из гигантской секвойи
forestry:fences.1:9, Забор из муравьиного дерева
forestry:fences.1:10, Забор из падука
forestry:fences.1:11, Забор из кокоболо
forestry:fences.1:12, Забор из зебрано
forestry:fences.fireproof.0:0, Забор из лиственницы (Огнестойкость)
forestry:fences.fireproof.0:1, Забор из тикового дерева (Огнестойкость)
forestry:fences.fireproof.0:2, Забор из акации (Огнестойкость)
forestry:fences.fireproof.0:3, Забор из липы (Огнестойкость)
forestry:fences.fireproof.0:4, Забор из каштана (Огнестойкость)
forestry:fences.fireproof.0:5, Забор из дерева Венге (Огнестойкость)
forestry:fences.fireproof.0:6, Забор из баобаба (Огнестойкость)
forestry:fences.fireproof.0:7, Забор из секвойи (Огнестойкость)
forestry:fences.fireproof.0:8, Забор из хлопкового дерева (Огнестойкость)
forestry:fences.fireproof.0:9, Забор из мирта (Огнестойкость)
forestry:fences.fireproof.0:10, Забор из красного дерева (Огнестойкость)
forestry:fences.fireproof.0:11, Забор из бальзы (Огнестойкость)
forestry:fences.fireproof.0:12, Забор из ивы (Огнестойкость)
forestry:fences.fireproof.0:13, Забор из орехового дерева (Огнестойкость)
forestry:fences.fireproof.0:14, Забор из гринхарта (Огнестойкость)
forestry:fences.fireproof.0:15, Забор из вишнёвого дерева (Огнестойкость)
forestry:fences.fireproof.1:0, Забор из гибискуса (Огнестойкость)
forestry:fences.fireproof.1:1, Забор из тополя (Огнестойкость)
forestry:fences.fireproof.1:2, Забор из пальмы (Огнестойкость)
forestry:fences.fireproof.1:3, Забор из дынного дерева (Огнестойкость)
forestry:fences.fireproof.1:4, Забор из сосны (Огнестойкость)
forestry:fences.fireproof.1:5, Забор из сливового дерева (Огнестойкость)
forestry:fences.fireproof.1:6, Забор из клёна (Огнестойкость)
forestry:fences.fireproof.1:7, Забор из цитрусового дерева (Огнестойкость)
forestry:fences.fireproof.1:8, Забор из гигантской секвойи (Огнестойкость)
forestry:fences.fireproof.1:9, Забор из муравьиного дерева (Огнестойкость)
forestry:fences.fireproof.1:10, Забор из падука (Огнестойкость)
forestry:fences.fireproof.1:11, Забор из кокоболо (Огнестойкость)
forestry:fences.fireproof.1:12, Забор из зебрано (Огнестойкость)
forestry:fences.vanilla.fireproof.0:0, Дубовый забор (Огнестойкость)
forestry:fences.vanilla.fireproof.0:1, Еловый забор (Огнестойкость)
forestry:fences.vanilla.fireproof.0:2, Берёзовый забор (Огнестойкость)
forestry:fences.vanilla.fireproof.0:3, Забор из тропического дерева (Огнестойкость)
forestry:fences.vanilla.fireproof.0:4, Акациевый забор (Огнестойкость)
forestry:fences.vanilla.fireproof.0:5, Забор из тёмного дуба (Огнестойкость)
forestry:fence.gates.larch:0, лиственницы Fence Gate
forestry:fence.gates.fireproof.larch:0, лиственницы Fence Gate (Огнестойкость)
forestry:fence.gates.teak:0, тикового дерева Fence Gate
forestry:fence.gates.fireproof.teak:0, тикового дерева Fence Gate (Огнестойкость)
forestry:fence.gates.acacia:0, акации Fence Gate
forestry:fence.gates.fireproof.acacia:0, акации Fence Gate (Огнестойкость)
forestry:fence.gates.lime:0, липы Fence Gate
forestry:fence.gates.fireproof.lime:0, липы Fence Gate (Огнестойкость)
forestry:fence.gates.chestnut:0, каштана Fence Gate
forestry:fence.gates.fireproof.chestnut:0, каштана Fence Gate (Огнестойкость)
forestry:fence.gates.wenge:0, дерева Венге Fence Gate
forestry:fence.gates.fireproof.wenge:0, дерева Венге Fence Gate (Огнестойкость)
forestry:fence.gates.baobab:0, баобаба Fence Gate
forestry:fence.gates.fireproof.baobab:0, баобаба Fence Gate (Огнестойкость)
forestry:fence.gates.sequoia:0, секвойи Fence Gate
forestry:fence.gates.fireproof.sequoia:0, секвойи Fence Gate (Огнестойкость)
forestry:fence.gates.kapok:0, хлопкового дерева Fence Gate
forestry:fence.gates.fireproof.kapok:0, хлопкового дерева Fence Gate (Огнестойкость)
forestry:fence.gates.ebony:0, мирта Fence Gate
forestry:fence.gates.fireproof.ebony:0, мирта Fence Gate (Огнестойкость)
forestry:fence.gates.mahogany:0, красного дерева Fence Gate
forestry:fence.gates.fireproof.mahogany:0, красного дерева Fence Gate (Огнестойкость)
forestry:fence.gates.balsa:0, бальзы Fence Gate
forestry:fence.gates.fireproof.balsa:0, бальзы Fence Gate (Огнестойкость)
forestry:fence.gates.willow:0, ивы Fence Gate
forestry:fence.gates.fireproof.willow:0, ивы Fence Gate (Огнестойкость)
forestry:fence.gates.walnut:0, орехового дерева Fence Gate
forestry:fence.gates.fireproof.walnut:0, орехового дерева Fence Gate (Огнестойкость)
forestry:fence.gates.greenheart:0, гринхарта Fence Gate
forestry:fence.gates.fireproof.greenheart:0, гринхарта Fence Gate (Огнестойкость)
forestry:fence.gates.cherry:0, вишнёвого дерева Fence Gate
forestry:fence.gates.fireproof.cherry:0, вишнёвого дерева Fence Gate (Огнестойкость)
forestry:fence.gates.mahoe:0, гибискуса Fence Gate
forestry:fence.gates.fireproof.mahoe:0, гибискуса Fence Gate (Огнестойкость)
forestry:fence.gates.poplar:0, тополя Fence Gate
forestry:fence.gates.fireproof.poplar:0, тополя Fence Gate (Огнестойкость)
forestry:fence.gates.palm:0, пальмы Fence Gate
forestry:fence.gates.fireproof.palm:0, пальмы Fence Gate (Огнестойкость)
forestry:fence.gates.papaya:0, дынного дерева Fence Gate
forestry:fence.gates.fireproof.papaya:0, дынного дерева Fence Gate (Огнестойкость)
forestry:fence.gates.pine:0, сосны Fence Gate
forestry:fence.gates.fireproof.pine:0, сосны Fence Gate (Огнестойкость)
forestry:fence.gates.plum:0, сливового дерева Fence Gate
forestry:fence.gates.fireproof.plum:0, сливового дерева Fence Gate (Огнестойкость)
forestry:fence.gates.maple:0, клёна Fence Gate
forestry:fence.gates.fireproof.maple:0, клёна Fence Gate (Огнестойкость)
forestry:fence.gates.citrus:0, цитрусового дерева Fence Gate
forestry:fence.gates.fireproof.citrus:0, цитрусового дерева Fence Gate (Огнестойкость)
forestry:fence.gates.giganteum:0, гигантской секвойи Fence Gate
forestry:fence.gates.fireproof.giganteum:0, гигантской секвойи Fence Gate (Огнестойкость)
forestry:fence.gates.ipe:0, муравьиного дерева Fence Gate
forestry:fence.gates.fireproof.ipe:0, муравьиного дерева Fence Gate (Огнестойкость)
forestry:fence.gates.padauk:0, падука Fence Gate
forestry:fence.gates.fireproof.padauk:0, падука Fence Gate (Огнестойкость)
forestry:fence.gates.cocobolo:0, кокоболо Fence Gate
forestry:fence.gates.fireproof.cocobolo:0, кокоболо Fence Gate (Огнестойкость)
forestry:fence.gates.zebrawood:0, зебрано Fence Gate
forestry:fence.gates.fireproof.zebrawood:0, зебрано Fence Gate (Огнестойкость)
forestry:fence.gates.vanilla.fireproof.oak:0, Дубовая калитка (Огнестойкость)
forestry:fence.gates.vanilla.fireproof.spruce:0, Еловая калитка (Огнестойкость)
forestry:fence.gates.vanilla.fireproof.birch:0, Берёзовая калитка (Огнестойкость)
forestry:fence.gates.vanilla.fireproof.jungle:0, Калитка из тропического дерева (Огнестойкость)
forestry:fence.gates.vanilla.fireproof.acacia:0, Акациевая калитка (Огнестойкость)
forestry:fence.gates.vanilla.fireproof.dark_oak:0, Калитка из тёмного дуба (Огнестойкость)
forestry:stairs.larch:0, Ступеньки из лиственницы
forestry:stairs.teak:0, Ступеньки из тикового дерева
forestry:stairs.acacia:0, Ступеньки из акации
forestry:stairs.lime:0, Ступеньки из липы
forestry:stairs.chestnut:0, Ступеньки из каштана
forestry:stairs.wenge:0, Ступеньки из дерева Венге
forestry:stairs.baobab:0, Ступеньки из баобаба
forestry:stairs.sequoia:0, Ступеньки из секвойи
forestry:stairs.kapok:0, Ступеньки из хлопкового дерева
forestry:stairs.ebony:0, Ступеньки из мирта
forestry:stairs.mahogany:0, Ступеньки из красного дерева
forestry:stairs.balsa:0, Ступеньки из бальзы
forestry:stairs.willow:0, Ступеньки из ивы
forestry:stairs.walnut:0, Ступеньки из орехового дерева
forestry:stairs.greenheart:0, Ступеньки из гринхарта
forestry:stairs.cherry:0, Ступеньки из вишнёвого дерева
forestry:stairs.mahoe:0, Ступеньки из гибискуса
forestry:stairs.poplar:0, Ступеньки из тополя
forestry:stairs.palm:0, Ступеньки из пальмы
forestry:stairs.papaya:0, Ступеньки из дынного дерева
forestry:stairs.pine:0, Ступеньки из сосны
forestry:stairs.plum:0, Ступеньки из сливового дерева
forestry:stairs.maple:0, Ступеньки из клёна
forestry:stairs.citrus:0, Ступеньки из цитрусового дерева
forestry:stairs.giganteum:0, Ступеньки из гигантской секвойи
forestry:stairs.ipe:0, Ступеньки из муравьиного дерева
forestry:stairs.padauk:0, Ступеньки из падука
forestry:stairs.cocobolo:0, Ступеньки из кокоболо
forestry:stairs.zebrawood:0, Ступеньки из зебрано
forestry:stairs.fireproof.larch:0, Ступеньки из лиственницы (Огнестойкость)
forestry:stairs.fireproof.teak:0, Ступеньки из тикового дерева (Огнестойкость)
forestry:stairs.fireproof.acacia:0, Ступеньки из акации (Огнестойкость)
forestry:stairs.fireproof.lime:0, Ступеньки из липы (Огнестойкость)
forestry:stairs.fireproof.chestnut:0, Ступеньки из каштана (Огнестойкость)
forestry:stairs.fireproof.wenge:0, Ступеньки из дерева Венге (Огнестойкость)
forestry:stairs.fireproof.baobab:0, Ступеньки из баобаба (Огнестойкость)
forestry:stairs.fireproof.sequoia:0, Ступеньки из секвойи (Огнестойкость)
forestry:stairs.fireproof.kapok:0, Ступеньки из хлопкового дерева (Огнестойкость)
forestry:stairs.fireproof.ebony:0, Ступеньки из мирта (Огнестойкость)
forestry:stairs.fireproof.mahogany:0, Ступеньки из красного дерева (Огнестойкость)
forestry:stairs.fireproof.balsa:0, Ступеньки из бальзы (Огнестойкость)
forestry:stairs.fireproof.willow:0, Ступеньки из ивы (Огнестойкость)
forestry:stairs.fireproof.walnut:0, Ступеньки из орехового дерева (Огнестойкость)
forestry:stairs.fireproof.greenheart:0, Ступеньки из гринхарта (Огнестойкость)
forestry:stairs.fireproof.cherry:0, Ступеньки из вишнёвого дерева (Огнестойкость)
forestry:stairs.fireproof.mahoe:0, Ступеньки из гибискуса (Огнестойкость)
forestry:stairs.fireproof.poplar:0, Ступеньки из тополя (Огнестойкость)
forestry:stairs.fireproof.palm:0, Ступеньки из пальмы (Огнестойкость)
forestry:stairs.fireproof.papaya:0, Ступеньки из дынного дерева (Огнестойкость)
forestry:stairs.fireproof.pine:0, Ступеньки из сосны (Огнестойкость)
forestry:stairs.fireproof.plum:0, Ступеньки из сливового дерева (Огнестойкость)
forestry:stairs.fireproof.maple:0, Ступеньки из клёна (Огнестойкость)
forestry:stairs.fireproof.citrus:0, Ступеньки из цитрусового дерева (Огнестойкость)
forestry:stairs.fireproof.giganteum:0, Ступеньки из гигантской секвойи (Огнестойкость)
forestry:stairs.fireproof.ipe:0, Ступеньки из муравьиного дерева (Огнестойкость)
forestry:stairs.fireproof.padauk:0, Ступеньки из падука (Огнестойкость)
forestry:stairs.fireproof.cocobolo:0, Ступеньки из кокоболо (Огнестойкость)
forestry:stairs.fireproof.zebrawood:0, Ступеньки из зебрано (Огнестойкость)
forestry:stairs.vanilla.fireproof.oak:0, Дубовые ступеньки (Огнестойкость)
forestry:stairs.vanilla.fireproof.spruce:0, Еловые ступеньки (Огнестойкость)
forestry:stairs.vanilla.fireproof.birch:0, Берёзовые ступеньки (Огнестойкость)
forestry:stairs.vanilla.fireproof.jungle:0, Ступеньки из тропического дерева (Огнестойкость)
forestry:stairs.vanilla.fireproof.acacia:0, Акациевые ступеньки (Огнестойкость)
forestry:stairs.vanilla.fireproof.dark_oak:0, Ступеньки из тёмного дуба (Огнестойкость)
forestry:doors.larch:0, лиственницы Door
forestry:doors.teak:0, тикового дерева Door
forestry:doors.acacia:0, акации Door
forestry:doors.lime:0, липы Door
forestry:doors.chestnut:0, каштана Door
forestry:doors.wenge:0, дерева Венге Door
forestry:doors.baobab:0, баобаба Door
forestry:doors.sequoia:0, секвойи Door
forestry:doors.kapok:0, хлопкового дерева Door
forestry:doors.ebony:0, мирта Door
forestry:doors.mahogany:0, красного дерева Door
forestry:doors.balsa:0, бальзы Door
forestry:doors.willow:0, ивы Door
forestry:doors.walnut:0, орехового дерева Door
forestry:doors.greenheart:0, гринхарта Door
forestry:doors.cherry:0, вишнёвого дерева Door
forestry:doors.mahoe:0, гибискуса Door
forestry:doors.poplar:0, тополя Door
forestry:doors.palm:0, пальмы Door
forestry:doors.papaya:0, дынного дерева Door
forestry:doors.pine:0, сосны Door
forestry:doors.plum:0, сливового дерева Door
forestry:doors.maple:0, клёна Door
forestry:doors.citrus:0, цитрусового дерева Door
forestry:doors.giganteum:0, гигантской секвойи Door
forestry:doors.ipe:0, муравьиного дерева Door
forestry:doors.padauk:0, падука Door
forestry:doors.cocobolo:0, кокоболо Door
forestry:doors.zebrawood:0, зебрано Door
forestry:sapling_ge:0, tile.for.sapling_ge.name
forestry:leaves.decorative.0:0, Листва яблочного дуба
forestry:leaves.decorative.0:1, Листва тёмного дуба
forestry:leaves.decorative.0:2, Листва белой берёзы
forestry:leaves.decorative.0:3, Листва липы пушистой
forestry:leaves.decorative.0:4, Листва обычного орехового дерева
forestry:leaves.decorative.0:5, Листва каштана посевного
forestry:leaves.decorative.0:6, Листва сакуры
forestry:leaves.decorative.0:7, Листва лимонного дерева
forestry:leaves.decorative.0:8, Листва сливового дерева
forestry:leaves.decorative.0:9, Листва сахарного клёна
forestry:leaves.decorative.0:10, Листва красной ели
forestry:leaves.decorative.0:11, Листва мировой лиственницы
forestry:leaves.decorative.0:12, Листва жёлтой сосны
forestry:leaves.decorative.0:13, Листва береговой секвойи
forestry:leaves.decorative.0:14, Листва гигантской секвойи
forestry:leaves.decorative.0:15, Листва дерева джунглей
forestry:leaves.decorative.1:0, Листва тикового дерева
forestry:leaves.decorative.1:1, Листва муравьиного дерева
forestry:leaves.decorative.1:2, Листва хлопкового дерева
forestry:leaves.decorative.1:3, Листва мирта
forestry:leaves.decorative.1:4, Листва зебрано
forestry:leaves.decorative.1:5, Листва жёлтого меранти
forestry:leaves.decorative.1:6, Листва акации
forestry:leaves.decorative.1:7, Листва пустынной акации
forestry:leaves.decorative.1:8, Листва падука
forestry:leaves.decorative.1:9, Листва бальзы
forestry:leaves.decorative.1:10, Листва кокоболо
forestry:leaves.decorative.1:11, Листва дерева Венге
forestry:leaves.decorative.1:12, Листва Адансонии Грандидье
forestry:leaves.decorative.1:13, Листва синего гибискуса
forestry:leaves.decorative.1:14, Листва белой ивы
forestry:leaves.decorative.1:15, Листва Сипири
forestry:leaves.decorative.2:0, Листва дынного дерева
forestry:leaves.decorative.2:1, Листва финиковой пальмы
forestry:leaves.decorative.2:2, Листва белого тополя
forestry:charcoal:0, Block of Charcoal
forestry:wood_pile:0, Wood Pile
forestry:wood_pile_decorative:0, Decorative Wood Pile
forestry:ash_block:0, Ash Block
forestry:loam:0, Loam
forestry:tree_chest:0, Arborist's Chest
forestry:honeyed_slice, Бутерброд с мёдом
forestry:ambrosia, Амброзия
forestry:honey_pot, Горшочек мёда
forestry:bottler:0, Bottler
forestry:carpenter:0, Carpenter
forestry:centrifuge:0, Centrifuge
forestry:fermenter:0, Fermenter
forestry:moistener:0, Moistener
forestry:squeezer:0, Squeezer
forestry:still:0, Still
forestry:rainmaker:0, Rainmaker
forestry:fabricator:0, Thermionic Fabricator
forestry:raintank:0, Rain Tank
forestry:worktable:0, Worktable
forestry:fluid.bio.ethanol, Ethanol
forestry:fluid.biomass, Биомасса
forestry:fluid.glass, Жидкое стекло
forestry:fluid.for.honey, Мёд
forestry:fluid.ice, Молотый лёд
forestry:fluid.juice, Фруктовый сок
forestry:fluid.milk, Молоко
forestry:fluid.seed.oil, Seed Oil
forestry:fluid.short.mead, Питный мёд
forestry:can, item.for.can.name
forestry:capsule, item.for.capsule.name
forestry:refractory, item.for.refractory.name
forestry:greenhouse:0, Greenhouse Block
forestry:greenhouse:3, Greenhouse Energy Distributor
forestry:greenhouse:4, Greenhouse Control
forestry:greenhouse:5, Greenhouse Screen
forestry:climatiser:0, Greenhouse Hygroregulator
forestry:climatiser:1, Greenhouse Heater
forestry:climatiser:2, Greenhouse Fan
forestry:climatiser:3, Greenhouse Humidifier
forestry:climatiser:4, Greenhouse Dehumidifier
forestry:greenhouse_screen, Portable Greenhouse Screen
forestry:camouflage_spray_can, Camouflage Spray Can
binniecore:glass:0, Empty Bottle
binniecore:glass:1, Apple Juice Bottle
binniecore:glass:1, Apricot Juice Bottle
binniecore:glass:1, Banana Juice Bottle
binniecore:glass:1, Cherry Juice Bottle
binniecore:glass:1, Elderberry Juice Bottle
binniecore:glass:1, Lemon Juice Bottle
binniecore:glass:1, Lime Juice Bottle
binniecore:glass:1, Orange Juice Bottle
binniecore:glass:1, Peach Juice Bottle
binniecore:glass:1, Plum Juice Bottle
binniecore:glass:1, Carrot Juice Bottle
binniecore:glass:1, Tomato Juice Bottle
binniecore:glass:1, Cranberry Juice Bottle
binniecore:glass:1, Grapefruit Juice Bottle
binniecore:glass:1, Olive Oil Bottle
binniecore:glass:1, Pineapple Juice Bottle
binniecore:glass:1, Pear Juice Bottle
